food_item,calories,proteins,carbohydrates,fats,fibers,sugars,category,sodium,cholesterol,meal_type,water_intake,source_file
"PIE,BANANA CRM,PREP FROM RECIPE",269.0,4.4,32.9,13.6,0.7,12.06,,240.0,51.0,,,Food_4.csv
"PIE,BLUEBERRY,COMMLY PREP",232.0,1.8,34.9,10.0,1.0,9.89,,287.0,0.0,,,Food_4.csv
"PIE,BLUEBERRY,PREP FROM RECIPE",245.0,2.7,33.5,11.9,,,,185.0,0.0,,,Food_4.csv
"PIE,CHERRY,COMMLY PREP",260.0,2.0,39.8,11.0,0.8,14.29,,246.0,0.0,,,Food_4.csv
"PIE,CHERRY,PREP FROM RECIPE",270.0,2.8,38.5,12.2,,,,191.0,0.0,,,Food_4.csv
"PIE,CHOC CREME,COMMLY PREP",353.0,4.15,38.44,22.41,0.8,27.39,,266.0,12.0,,,Food_4.csv
"PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE",260.0,3.5,29.6,15.4,,,,460.0,35.0,,,Food_4.csv
"PIE,COCNT CREME,COMMLY PREP",298.0,2.1,37.3,16.6,1.3,18.52,,204.0,0.0,,,Food_4.csv
"PIE,COCNT CRM,PREP FROM MIX,NO-BAKE TYPE",276.0,2.8,28.5,17.6,0.5,,,329.0,23.0,,,Food_4.csv
"PIE,COCNT CUSTARD,COMMLY PREP",260.0,5.9,30.2,13.2,1.8,,,335.0,35.0,,,Food_4.csv
"PIE,EGG CUSTARD,COMMLY PREP",210.0,5.5,20.8,11.6,1.6,11.58,,275.0,33.0,,,Food_4.csv
"PIE,FRIED PIES,FRUIT",316.0,3.0,42.6,16.1,2.6,21.4,,333.0,0.0,,,Food_4.csv
"PIE,LEMON MERINGUE,COMMLY PREP",268.0,1.5,47.2,8.7,1.2,23.86,,172.0,45.0,,,Food_4.csv
"PIE,LEMON MERINGUE,PREP FROM RECIPE",285.0,3.8,39.1,12.9,,,,242.0,53.0,,,Food_4.csv
"PIE,MINCE,PREP FROM RECIPE",289.0,2.6,48.0,10.8,2.6,28.31,,254.0,0.0,,,Food_4.csv
"PIE,PEACH",224.0,1.9,32.9,10.0,0.8,16.23,,217.0,0.0,,,Food_4.csv
"PIE,PECAN,COMMLY PREP",407.0,4.5,59.61,16.69,2.1,25.18,,275.0,42.0,,,Food_4.csv
"PIE,PECAN,PREP FROM RECIPE",412.0,4.9,52.2,22.2,,,,262.0,87.0,,,Food_4.csv
"PIE,PUMPKIN,COMMLY PREP",243.0,3.9,34.83,9.75,1.8,18.88,,239.0,26.0,,,Food_4.csv
"PIE,PUMPKIN,PREP FROM RECIPE",204.0,4.5,26.4,9.3,,,,225.0,42.0,,,Food_4.csv
"PIE,VANILLA CRM,PREP FROM RECIPE",278.0,4.8,32.6,14.4,0.6,12.68,,260.0,62.0,,,Food_4.csv
"PIE CRUST,STANDARD-TYPE,DRY MIX",518.0,6.9,52.1,31.4,,,,753.0,0.0,,,Food_4.csv
"PIE CRUST,STANDARD-TYPE,DRY MIX,PREP,BKD",501.0,6.7,50.4,30.4,1.8,,,729.0,0.0,,,Food_4.csv
"PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR",457.0,6.16,48.62,26.07,2.5,3.72,,409.0,0.0,,,Food_4.csv
"PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR,BKD",508.0,6.5,56.24,28.59,3.3,4.23,,467.0,0.0,,,Food_4.csv
"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,BKD",527.0,6.4,47.5,34.6,1.7,0.17,,542.0,0.0,,,Food_4.csv
"PUFF PASTRY,FRZ,RTB",551.0,7.3,45.1,38.1,1.5,0.74,,249.0,0.0,,,Food_4.csv
PHYLLO DOUGH,299.0,7.1,52.6,6.0,1.9,0.18,,483.0,0.0,,,Food_4.csv
"POPOVERS,DRY MIX,ENRICHED",371.0,10.4,71.0,4.3,,,,906.0,0.0,,,Food_4.csv
"ROLLS, DINNER, PLN,COMM PREPARED (INC BROWN -N- SERVE)",310.0,10.86,52.04,6.47,2.0,5.55,,467.0,4.0,,,Food_4.csv
"ROLLS,DINNER,EGG",307.0,9.5,52.0,6.4,3.7,4.3,,566.0,50.0,,,Food_4.csv
"ROLLS,DINNER,OAT BRAN",236.0,9.5,40.2,4.6,4.1,6.67,,413.0,0.0,,,Food_4.csv
"ROLLS,DINNER,RYE",286.0,10.3,53.1,3.4,4.9,1.17,,650.0,0.0,,,Food_4.csv
"ROLLS,DINNER,WHEAT",273.0,8.6,46.0,6.3,3.8,1.63,,524.0,0.0,,,Food_4.csv
"ROLLS,DINNER,WHOLE-WHEAT",266.0,8.7,51.1,4.7,7.5,8.46,,521.0,0.0,,,Food_4.csv
"ROLLS,FRENCH",277.0,8.6,50.2,4.3,3.2,0.31,,574.0,0.0,,,Food_4.csv
"ROLLS,HAMBURGER OR HOTDOG,PLN",279.0,9.77,50.12,3.91,1.8,7.28,,494.0,0.0,,,Food_4.csv
"ROLLS,HAMBURGER OR HOTDOG,MIXED-GRAIN",263.0,9.6,44.6,6.0,3.8,6.25,,458.0,0.0,,,Food_4.csv
"ROLLS,HAMBURGER OR HOTDOG,RED-CAL",196.0,8.3,42.1,2.0,6.2,4.76,,410.0,0.0,,,Food_4.csv
"ROLLS,HARD (INCL KAISER)",293.0,9.9,52.7,4.3,2.3,1.77,,544.0,0.0,,,Food_4.csv
"STRUDEL,APPLE",274.0,3.3,41.1,11.2,2.2,25.75,,135.0,6.0,,,Food_4.csv
"SWEET ROLLS,CHEESE",360.0,7.1,43.7,18.3,1.2,,,357.0,76.0,,,Food_4.csv
"SWEET ROLLS,CINN,COMMLY PREP W/RAISINS",372.0,6.2,50.9,16.4,2.4,31.73,,304.0,66.0,,,Food_4.csv
"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG",333.0,5.0,51.6,12.2,,,,765.0,0.0,,,Food_4.csv
"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG,BKD",362.0,5.4,56.1,13.2,,,,832.0,0.0,,,Food_4.csv
"TACO SHELLS, BAKED",476.0,6.41,63.49,21.79,6.7,1.5,,324.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,BROWN-SUGAR-CINNAMON",370.0,4.06,72.64,7.98,2.3,27.24,,361.0,,,,Food_4.csv
"TOASTER PASTRIES,FRUIT",388.0,4.2,70.32,9.95,1.0,26.13,,334.0,0.0,,,Food_4.csv
"TORTILLAS,RTB OR -FRY,CORN",218.0,5.7,44.64,2.85,6.3,0.88,,45.0,0.0,,,Food_4.csv
"TORTILLAS,RTB OR -FRY,FLR,REFR",306.0,8.2,49.38,7.99,3.5,3.71,,736.0,0.0,,,Food_4.csv
"WAFFLES,PLN,FRZ,RTH",285.0,6.47,42.98,9.7,2.2,4.91,,638.0,14.0,,,Food_4.csv
"WAFFLES,PLN,PREP FROM RECIPE",291.0,7.9,32.9,14.1,,,,511.0,69.0,,,Food_4.csv
WONTON WRAPPERS (INCL EGG ROLL WRAPPERS),291.0,9.8,57.9,1.5,1.8,,,572.0,9.0,,,Food_4.csv
"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,NA AL SULFATE",53.0,0.0,27.7,0.0,0.2,0.0,,10600.0,0.0,,,Food_4.csv
"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,STRAIGHT PO4",51.0,0.1,24.1,0.0,0.2,0.0,,7893.0,0.0,,,Food_4.csv
"LEAVENING AGENTS,BAKING PDR,LOW-SODIUM",97.0,0.1,46.9,0.4,2.2,0.0,,90.0,0.0,,,Food_4.csv
"LEAVENING AGENTS,BAKING SODA",0.0,0.0,0.0,0.0,0.0,0.0,,27360.0,0.0,,,Food_4.csv
"LEAVENING AGENTS,CRM OF TARTAR",258.0,0.0,61.5,0.0,0.2,0.0,,52.0,0.0,,,Food_4.csv
"LEAVENING AGENTS,YEAST,BAKER'S,COMPRESSED",105.0,8.4,18.1,1.9,8.1,0.0,,30.0,0.0,,,Food_4.csv
"LEAVENING AGENTS,YEAST,BAKER'S,ACTIVE DRY",325.0,40.44,41.22,7.61,26.9,0.0,,51.0,0.0,,,Food_4.csv
"BREAD CRUMBS,DRY,GRATED,SEASONED",383.0,14.13,68.49,5.48,4.9,5.74,,1336.0,1.0,,,Food_4.csv
"COOKIES,OATMEAL,PREP FROM RECIPE,WO/RAISINS",447.0,6.8,66.4,17.9,,,,598.0,36.0,,,Food_4.csv
"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/BUTTER",488.0,5.7,58.2,28.4,,,,341.0,70.0,,,Food_4.csv
"BREAD,PROT,(INCLUDES GLUTEN),TSTD",270.0,13.2,48.1,2.4,3.3,1.44,,444.0,0.0,,,Food_4.csv
"BREAD,RICE BRAN,TOASTED",264.0,9.7,47.3,5.0,5.3,5.08,,292.0,0.0,,,Food_4.csv
"BREAD,WHEAT GERM,TOASTED",293.0,10.7,54.3,3.3,2.3,4.14,,621.0,1.0,,,Food_4.csv
"MUFFINS,BLUEBERRY,TOASTER-TYPE,TSTD",333.0,4.9,56.7,10.1,1.9,12.95,,444.0,5.0,,,Food_4.csv
"MUFFINS,WHEAT BRAN,TOASTER-TYPE W/RAISINS,TSTD",313.0,5.5,55.5,9.4,8.2,23.07,,527.0,9.0,,,Food_4.csv
"PANCAKES,BTTRMLK,PREP FROM RECIPE",227.0,6.8,28.7,9.3,,,,522.0,58.0,,,Food_4.csv
"PIE CRUST,COOKIE-TYPE,PREP FR RECIPE,GRAHAM CRACKER,CHILLED",484.0,4.1,63.9,24.4,1.5,37.57,,560.0,0.0,,,Food_4.csv
"CRACKERS,MATZO,EGG&ONION",391.0,10.0,77.1,3.9,5.0,,,285.0,45.0,,,Food_4.csv
"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,VANILLA WAFER,CHILLED",531.0,3.7,50.2,36.2,0.1,7.33,,515.0,39.0,,,Food_4.csv
"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,UNBAKED",469.0,5.7,42.3,30.8,3.4,0.15,,482.0,0.0,,,Food_4.csv
"WAFFLES,PLN,FRZ,READY -TO-HEAT,TSTD",312.0,7.19,49.29,9.61,2.4,5.02,,730.0,15.0,,,Food_4.csv
"BAGELS,PLN,ENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",275.0,10.5,53.4,1.6,2.3,,,534.0,0.0,,,Food_4.csv
"BAGELS,PLN,UNENR,W/CA PROP (INCL ONION,POPPY,SESAME)",275.0,10.5,53.4,1.6,2.3,,,534.0,0.0,,,Food_4.csv
"BAGELS,PLN,UNENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",275.0,10.5,53.4,1.6,2.3,,,534.0,0.0,,,Food_4.csv
"BREAD,CORNBREAD,DRY MIX,UNENR (INCL CORN MUFFIN MIX)",418.0,7.0,69.5,12.2,6.5,,,1111.0,2.0,,,Food_4.csv
"BREAD,PITA,WHITE,UNENR",275.0,9.1,55.7,1.2,2.2,,,536.0,0.0,,,Food_4.csv
"BREAD,RAISIN,UNENRICHED",274.0,7.9,52.3,4.4,4.3,,,390.0,0.0,,,Food_4.csv
"BREAD,WHITE,COMMLY PREP,LO NA,NO SALT",267.0,8.2,49.6,3.6,2.3,4.31,,298.0,1.0,,,Food_4.csv
"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,UNENR",418.0,6.8,46.7,23.3,2.0,,,351.0,32.0,,,Food_4.csv
"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,UNENR",389.0,5.2,52.5,17.9,1.0,,,400.0,58.0,,,Food_4.csv
"CAKE,PUDDING-TYPE,WHITE,UNENR,DRY MIX",423.0,3.9,81.0,9.5,0.7,,,665.0,0.0,,,Food_4.csv
"CAKE,YEL,UNENR,DRY MIX",432.0,4.4,78.1,11.6,1.1,,,657.0,2.0,,,Food_4.csv
"COOKIES,BUTTER,COMMLY PREP,UNENR",467.0,6.1,68.9,18.8,0.8,,,351.0,117.0,,,Food_4.csv
"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,UNENR",481.0,5.4,66.8,22.6,2.5,,,315.0,0.0,,,Food_4.csv
"COOKIES,LADYFINGERS,WO/LEMON JUC&RIND",363.0,10.6,59.7,9.1,1.0,,,147.0,221.0,,,Food_4.csv
"CRACKERS,MELBA TOAST,PLN,WO/SALT",390.0,12.1,76.6,3.2,6.3,,,19.0,0.0,,,Food_4.csv
"CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)",421.0,9.5,74.34,8.85,2.9,2.22,,198.0,0.0,,,Food_4.csv
"CRACKERS,SALTINES,UNSALTED TOPS (INCL OYSTER,SODA,SOUP)",434.0,9.2,71.5,11.8,3.0,,,766.0,0.0,,,Food_4.csv
"CRACKERS,STD SNACK-TYPE,REG,LO SALT",502.0,7.4,61.0,25.3,1.6,1.79,,216.0,0.0,,,Food_4.csv
"CRACKERS,WHEAT,LOW SALT",473.0,8.6,64.9,20.6,4.5,13.04,,190.0,0.0,,,Food_4.csv
"CRACKERS,WHOLE-WHEAT,LO SALT",443.0,8.8,68.6,17.2,10.5,0.37,,186.0,0.0,,,Food_4.csv
"DANISH PASTRY,CINN,UNENR",403.0,7.0,44.6,22.4,1.2,,,371.0,21.0,,,Food_4.csv
"DANISH PASTRY,FRUIT,UNENR (INCL APPL,CINN,RAISIN,STRAWBERRY)",371.0,5.4,47.8,18.5,1.9,,,354.0,40.0,,,Food_4.csv
"BREAD,WHITE,COMMLY PREP,TSTD,LO NA NO SALT",293.0,9.0,54.4,4.0,,,,376.0,1.0,,,Food_4.csv
"DANISH PASTRY,LEMON,UNENR",371.0,5.4,47.8,18.5,1.9,,,354.0,40.0,,,Food_4.csv
"CRACKERS,CHS,LO NA",503.0,10.1,58.2,25.3,2.4,0.28,,458.0,13.0,,,Food_4.csv
"DANISH PASTRY,RASPBERRY,UNENR",371.0,5.4,47.8,18.5,1.9,,,354.0,40.0,,,Food_4.csv
"DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)",403.0,6.4,44.3,22.8,1.2,,,342.0,6.0,,,Food_4.csv
"ENGLISH MUFFINS,PLN,ENR,WO/CA PROP (INCL SOURDOUGH)",235.0,7.7,46.0,1.8,2.7,,,464.0,0.0,,,Food_4.csv
"ENGLISH MUFFINS,PLN,UNENR,W/CA PROP (INCL SOURDOUGH)",235.0,7.7,46.0,1.8,2.7,,,464.0,0.0,,,Food_4.csv
"ENGLISH MUFFINS,PLN,UNENR,WO/CA PROP (INCL SOURDOUGH)",235.0,7.7,46.0,1.8,2.7,,,464.0,0.0,,,Food_4.csv
"PIE,APPL,COMMLY PREP,UNENR FLR",237.0,1.9,34.0,11.0,1.6,,,266.0,0.0,,,Food_4.csv
"PIE,FRIED PIES,CHERRY",316.0,3.0,42.6,16.1,2.6,,,374.0,0.0,,,Food_4.csv
"PIE,FRIED PIES,LEMON",316.0,3.0,42.6,16.1,2.6,,,374.0,0.0,,,Food_4.csv
"PIE CRUST,STANDARD-TYPE,FRZ,RTB,UNENR",457.0,3.9,44.1,29.2,0.9,,,576.0,0.0,,,Food_4.csv
"POPOVERS,DRY MIX,UNENR",371.0,10.4,71.0,4.3,,,,906.0,0.0,,,Food_4.csv
"TACO SHELLS,BKD,WO/ SALT",468.0,7.2,62.4,22.6,7.5,,,15.0,0.0,,,Food_4.csv
"TORTILLAS,RTB OR -FRY,CORN,WO/ SALT",222.0,5.7,46.6,2.5,5.2,,,11.0,0.0,,,Food_4.csv
"TORTILLAS,RTB OR -FRY,FLR,WO/ CA",325.0,8.7,55.6,7.1,3.3,,,478.0,0.0,,,Food_4.csv
"CAKE,POUND,COMMLY PREP,FAT-FREE",283.0,5.4,61.0,1.2,1.1,34.34,,341.0,0.0,,,Food_4.csv
"CAKE,YEL,LT,DRY MIX",404.0,4.7,84.1,5.5,1.3,,,604.0,0.0,,,Food_4.csv
"CRACKERS,SALTINES,FAT-FREE,LOW-SODIUM",393.0,10.5,82.3,1.6,2.7,0.38,,849.0,0.0,,,Food_4.csv
"BREAKFAST TART,LOFAT",372.0,3.99,76.8,5.99,1.5,4.87,,361.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY",412.0,4.6,68.41,13.3,1.1,30.9,,398.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD BLUEBERRY",391.0,4.6,71.77,10.0,1.1,31.2,,320.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN",438.0,5.4,64.4,18.4,1.5,25.4,,380.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TRTS,FRSTD BR SGR CIN",417.0,4.6,69.0,13.8,1.4,32.3,,343.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",397.0,4.2,72.0,10.2,1.0,36.0,,320.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",384.0,4.9,70.4,9.3,2.1,35.0,,437.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY",399.0,4.2,71.62,10.6,1.0,35.4,,320.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",392.0,6.2,69.6,10.5,1.4,36.5,,410.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,STRAWBERRY",398.0,4.7,71.1,10.5,1.1,33.0,,355.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOG'S POP TARTS,FRSTD STRAWBERRY",390.0,4.1,71.7,9.8,1.3,30.3,,331.0,0.0,,,Food_4.csv
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY",390.0,4.0,72.4,9.5,1.3,31.7,,315.0,0.0,,,Food_4.csv
"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TRTS,FRSTD BRWN SGR CINN",366.0,4.7,73.7,5.9,5.5,30.5,,379.0,0.0,,,Food_4.csv
"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD STRAWBERRY",363.0,4.2,74.4,5.4,5.6,29.4,,357.0,0.0,,,Food_4.csv
"KELLOGG,KELLOGG'S EGGO,BTTRMLK PANCAKE",245.0,5.3,38.6,8.0,1.0,10.0,,508.0,11.0,,,Food_4.csv
"KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY",370.0,4.3,72.8,7.6,1.9,33.6,,284.0,0.0,,,Food_4.csv
"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE,LOFAT",229.0,6.3,44.9,3.5,1.3,4.5,,393.0,23.0,,,Food_4.csv
"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,LOFAT",201.0,6.5,39.0,3.5,4.0,3.9,,559.0,0.0,,,Food_4.csv
KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI-GRAIN WAFFLES,208.0,5.95,42.71,2.83,3.5,8.89,,591.0,0.0,,,Food_4.csv
"ARCHWAY HOME STYLE COOKIES,SUGAR FREE OATMEAL",442.0,5.54,67.2,20.92,1.9,1.26,,308.0,0.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",497.0,4.28,65.02,24.4,2.0,34.06,,270.0,13.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Coconut Macaroon",460.0,3.02,61.23,22.55,5.1,45.16,,200.0,0.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Date Filled Oatmeal",400.0,4.67,68.16,12.05,2.1,34.27,,331.0,6.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Dutch Cocoa",431.0,4.5,69.44,14.99,2.6,35.35,,384.0,7.0,,,Food_4.csv
"ARCHWAY HOME STYLE COOKIES,FROSTY LEMON",430.0,4.41,64.78,17.11,0.7,33.35,,449.0,0.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Iced Molasses",420.0,3.5,69.12,14.43,1.0,38.43,,605.0,12.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Iced Oatmeal",435.0,4.89,66.76,16.53,2.0,37.2,,377.0,8.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Molasses",403.0,4.25,69.41,12.06,1.2,36.35,,577.0,25.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Oatmeal",421.0,5.48,68.17,14.08,2.9,34.5,,394.0,10.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Oatmeal Raisin",406.0,5.17,69.27,12.08,2.7,39.55,,339.0,8.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Old Fashioned Molasses",406.0,4.27,70.55,11.83,1.1,36.09,,561.0,25.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",468.0,5.17,72.23,17.55,1.8,32.64,,471.0,1.0,,,Food_4.csv
"ARCHWAY HOME STYLE COOKIES,PNUT BUTTER",480.0,9.0,58.48,24.28,2.8,32.55,,404.0,37.0,,,Food_4.csv
"ARCHWAY HOME STYLE COOKIES,RASPBERRY FILLED",400.0,4.35,65.92,13.26,2.2,31.76,,334.0,6.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Strawberry Filled",400.0,4.35,65.92,13.26,2.2,31.76,,377.0,6.0,,,Food_4.csv
"ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps",424.0,4.67,76.23,11.14,1.1,36.28,,406.0,1.0,,,Food_4.csv
"ARTIFICIAL BLUEBERRY MUFFIN MIX,DRY",407.0,4.7,77.45,8.7,,,,760.0,,,,Food_4.csv
"KRAFT,STOVE TOP STUFFING MIX CHICKEN FLAVOR",381.0,12.6,73.1,4.1,2.5,10.1,,1532.0,4.0,,,Food_4.csv
"GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY",390.0,13.3,72.7,5.1,5.4,,,1680.0,,,,Food_4.csv
"KEEBLER,KEEBLER CHOC GRAHAM SELECTS",465.0,7.1,71.8,16.6,,26.5,,357.0,,,,Food_4.csv
"KEEBLER,VANILLA WAFERS",462.0,4.0,73.1,17.4,1.4,31.6,,402.0,1.0,,,Food_4.csv
"KRUSTEAZ ALMOND POPPYSEED MUFFIN MIX,ARTIFICIALLY FLAV,DRY",418.0,5.6,75.6,10.3,1.7,40.0,,590.0,,,,Food_4.csv
"MCKEE BAKING,LITTL DEBBI NUT BAR,WAFER W/PNUT BUTE,CHOC COVE",548.0,8.0,55.2,32.8,,34.0,,223.0,,,,Food_4.csv
"MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MX,DRY",407.0,4.42,83.58,6.16,2.9,54.76,,457.0,0.0,,,Food_4.csv
"MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY",388.0,7.81,59.41,13.23,1.5,4.46,,1295.0,3.0,,,Food_4.csv
"MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH",287.0,8.7,49.6,6.0,,,,898.0,,,,Food_4.csv
"NABISCO,NABISCO GRAHAMS CRACKERS",424.0,6.99,76.2,10.0,3.4,23.0,,659.0,0.0,,,Food_4.csv
"NABISCO,NABISCO OREO CRUNCHIES,COOKIE CRUMB TOPPING",476.0,4.78,70.23,21.5,3.2,36.0,,528.0,,,,Food_4.csv
"NABISCO,NABISCO RITZ CRACKERS",492.0,7.23,63.51,23.21,2.3,8.14,,882.0,,,,Food_4.csv
"PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH",236.0,6.4,47.07,2.79,1.6,4.46,,854.0,0.0,,,Food_4.csv
"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH",450.0,3.82,60.75,21.26,1.7,37.67,,326.0,6.0,,,Food_4.csv
"PILLSBURY,CRUSTY FRENCH LOAF,REFR DOUGH",243.0,8.59,46.35,2.88,2.6,5.06,,575.0,0.0,,,Food_4.csv
"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY",441.0,4.8,78.3,12.1,,49.6,,292.0,,,,Food_4.csv
"PILLSBURY GRANDS,BTTRMLK BISCUITS,REFR DOUGH",293.0,6.16,42.41,11.34,1.5,4.6,,1066.0,0.0,,,Food_4.csv
"PILLSBURY GOLDEN LAYER BTTRMLK BISCUITS,ART FLAVOR,REFR",307.0,5.88,41.18,13.24,1.2,5.88,,1059.0,0.0,,,Food_4.csv
"PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH",330.0,4.34,53.42,11.27,1.4,21.34,,780.0,0.0,,,Food_4.csv
"KRAFT FOODS,SHAKE 'N' BAKE ORIG RECIPE,COATING FOR PORK,DRY",377.0,6.1,79.8,3.7,,,,2182.0,,,,Food_4.csv
"GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS",232.0,8.0,46.0,1.8,,,,345.0,,,,Food_4.csv
"HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ",241.0,4.4,40.3,6.9,2.1,16.8,,300.0,47.0,,,Food_4.csv
"INTERSTATE BRANDS CORP,WONDER HAMBURGER ROLLS",273.0,8.07,50.84,4.15,2.6,11.06,,488.0,,,,Food_4.csv
"GENERAL MILLS,BETTY CROCKER SUPERMOIST YEL CAKE MIX,DRY",413.0,3.8,81.3,8.1,,43.9,,672.0,,,,Food_4.csv
"NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES",305.0,5.0,74.25,1.09,1.6,43.38,,174.0,0.0,,,Food_4.csv
"CRACKERS,CHS,SANDWICH-TYPE W/ CHS FILLING",490.0,8.92,58.76,24.41,1.9,12.33,,878.0,6.0,,,Food_4.csv
"USDA CMDTY,BAKERY,FLR MIX",400.0,8.47,62.53,12.9,7.1,,,1410.0,0.0,,,Food_4.csv
"USDA CMDTY,BAKERY,FLR MIX LOW-FAT",361.0,9.07,70.59,4.7,3.5,,,1360.0,0.0,,,Food_4.csv
"WAFFLES,BTTRMLK,FRZ,RTH",273.0,6.58,41.05,9.22,2.2,4.3,,621.0,15.0,,,Food_4.csv
"WAFFLE,BTTRMLK,FRZ,RTH,TSTD",309.0,7.42,48.39,9.49,2.6,4.41,,710.0,13.0,,,Food_4.csv
"WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED",289.0,6.92,44.16,9.4,2.4,4.5,,663.0,16.0,,,Food_4.csv
"WAFFLE,PLN,FRZ,RTH,MICROWAVE",298.0,6.71,45.41,9.91,2.4,5.04,,682.0,16.0,,,Food_4.csv
"PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)",239.0,5.88,43.33,4.73,2.5,7.06,,566.0,,,,Food_4.csv
"TOASTER PASTRIES,FRUIT,FRSTD",385.0,4.01,71.83,9.02,1.8,31.0,,311.0,0.0,,,Food_4.csv
"TSTR PSTRS,FRT,TSTD (INCL APPL,BLUEBERRY,CHERRY,STRAWBERRY)",409.0,4.7,72.7,11.03,1.0,28.99,,354.0,,,,Food_4.csv
"MUFFIN,BLUEBERRY,COMMLY PREP,LOW-FAT",255.0,4.23,50.05,4.22,4.2,27.05,,413.0,28.0,,,Food_4.csv
"PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST",501.0,5.1,64.3,24.83,1.9,18.13,,471.0,0.0,,,Food_4.csv
"PIE CRUST,COOKIE-TYPE,CHOC,READY CRUST",484.0,6.08,64.48,22.42,2.7,26.31,,503.0,0.0,,,Food_4.csv
